,X,SubjectIdentification,FirstName,LastName,SocialSecurityNumber,Sex,BirthDate,Race,Ethnicity,EyeColorText,RegisteredSexOffender,IncidentDate,IncidentID,IncidentStreet,IncidentCity,OffenseLocalStatute,OffenseLocalText,ArrestingOfficerBadgeID,ArrOfficerFirstName,ArrOfficerLastName,ArrestNumber,ArrestDate,ReleaseDate,WarrantType,ArrestingAgencyName,ArrestCategory,WeaponPresent,DrugsPresent,ChargeID,ChargeLevel,ChargeLevelState,ReleaseOfficerBadgeID,RelOfficerFirstName,RelOfficerLastName,TranspOfficerBadgeID,TranspOfficerFirstName,TranspOfficerLastName,SentenceID,ConvictionResults,SentenceTermDays,SentenceDurationYrs,AgeAtBooking,BookingID
541,541,133f811d-fa90-40d4-96b1-cb66b11f0c1c,Malik,Newman,025-75-8366,M,6/4/61,,,brown,,5/27/16,2016-43499,2151 ROYAL AVE,Anytown,"708.2A(1), 708.2A(2)",Dom Ab Asslt -- Resid Household Member,4344,DNR,GERLING,20-00542,5/27/16,5/29/16, ,Anytown Police Dept.,Summoned-Cited,,1,96068,M,Simple Misdemeanor,9375,JAMES,WISMAN,7581,ADAM,SWARTZENDRUBER,83132,,10,,56,69812
542,542,bafd1195-2313-4ba9-a078-8729cbda04a0,Brian,Robbins,144-74-8227,M,12/11/96,,nonhispanic,blue,,3/7/13,2013-35423,2151 ROYAL AVE,Anytown,321J.4(8)(c),OPERATE VEHICLE W/O INTERLOCK (SMMS),6244,RICHARD,HAMMES,20-00543,3/10/13,3/10/13, ,Any County Sheriff,Summoned-Cited,,0,71883,M,Simple Misdemeanor,9799,JACKIE,MARLOWE,3333,ABE,RARICK,22786,sentenced,10,,35,21421
543,543,523e6174-2a49-4fdb-9ecc-be9d85dfc815,Daniel,Pugh,034-88-8059,M,10/12/50,white,nonhispanic,brown,,12/23/14,2014-27255,2151 ROYAL AVE,Anytown,724.26(2)(A),DOMINION/CONTROL OF FIREARM/OFF WEAPON BY DOM ABUSE OFFEND (FELD),9495,SHINE,OLSON,20-00544,12/25/14,12/26/14, ,Any County Sheriff,Summoned-Cited,,0,36621,O,Unknown,8650,MICHAEL,BROKAW,6749,BENJAMIN,MITTVALSKY,46299,sentenced,,,63,13633
544,544,a1821dd6-16a7-4485-9ece-c22c8714a384,Megan,Gibbs,218-89-2055,F,5/26/92,amindian,nonhispanic,brown,,1/22/13,2013-42564,PFLAUM RD & ADMIRAL DR,Anytown,719.3(1),Obstruct Prosec or Defense -- False Evidence,3750,PAUL,GLEASON,20-00545,1/22/13,1/31/13, ,Any County Sheriff,On-View,,1,16063,M,Aggravated Misdemeanor,9163,WILLIAM,DARJANIA,5578,DUSTIN,SCHMERBACH,83266,sentenced,360,1,38,63556
545,545,023a4c69-507d-46a1-833e-ffbe8af088e8,Christopher,Palmer,354-59-0622,,10/18/60,black,hispanic,blue,,8/6/15,2015-83983,300 FEMRITE DR,Anytown,321.216,UNLAWFUL USE OF LICENSE -,6943,MICHAEL,GRAVES,20-00546,8/7/15,8/12/15, ,Any County Sheriff,Summoned-Cited,,0,61434,M,Serious Misdemeanor,9981,J.T.,SEYMOUR,7269,DAN,MERCER,61973,sentenced,120,,41,86790
546,546,20fd41c4-b6ff-4159-ba43-9a351e4c1fd6,Francisco,Johnson,,M,4/11/90,white,hispanic,blue,,8/4/15,2015-79605,2151 ROYAL AVE,Anytown,709.9,Indecent Exposure,5333,JESSE,HRUBY,20-00547,8/5/15,8/7/15, ,Anytown Police Dept.,On-View,Firearm,0,40943,M,Serious Misdemeanor,5770,PATRICK,CAROLAN,9049,MATT,CLARK,21038,sentenced,360,1,20,31334
547,547,f763f868-b52f-4b6d-8983-54024d1eedf5,Cathy,Mcdaniel,060-68-1769,F,5/10/69,white,,brown,1,11/10/14,2014-36765,2500 ROYAL AVE,Anytown,,OTHER SCHEDULED TRAFFIC (IC ORDINANCE),8654,ROB,CHENEY,20-00548,11/10/14,11/17/14, ,Anytown Police Dept.,Taken into custody,Handgun,1,63013,M,Simple Misdemeanor,1821,CHRIS,HOAGLAND,1625,CHRIS,HAYES,45802,sentenced,10,,33,86848
548,548,b98402ef-e5e6-4689-a422-2818c5302bb4,Gabrielle,Lee,290-52-0225,F,3/3/90,,nonhispanic,brown,,9/27/14,2014-61325,2500 ROYAL AVE,Anytown,321.369,DEPOSITING OR THROWING LITTER -,4828,MIKE,MOSES,20-00549,9/28/14,10/7/14, ,Anytown Police Dept.,Summoned-Cited,,1,46199,O,Scheduled Violation,1991,REBECCA,BROLL,8393,GABE,QUILES,78968,sentenced,,,24,30363
549,549,bafd1195-2313-4ba9-a078-8729cbda04a0,Brian,Robbins,144-74-8227,M,12/11/96,white,nonhispanic,blue,,11/24/13,2013-72808,2101 BROADWAY ,Anytown,901.5(10),SUSPENSION OF LICENSE,4555,ALIRIO,DVORAK,20-00550,11/24/13,11/30/13, ,Anytown Police Dept.,On-View,,1,98276,O,Unknown,3657,ROB,DIERSEN,1568,COREY,CAROLAN,65033,sentenced,,,21,12427
550,550,4745b767-4ab6-41e2-8636-03f25d769235,William,Black,190-07-6051,M,2/25/62,white,,blue,,11/18/16,2016-49723,101 BROADWAY ,Anytown,321J.2,OWI -- 2nd Off (BAC .08),4208,ERIC,GIST,20-00551,11/20/16,11/29/16, ,Any County Sheriff,Taken into custody,,1,26723,F,Felony A,5956,LEFLER,BUSZKA,9412,JESSICA,BRINGMAN,30203,sentenced,,99,47,99860
551,551,f02a4cf2-1930-4213-b746-fb5fb69e0795,Pate,Davila,851-08-5323,M,2/17/71,black,,brown,,12/17/16,2016-31034,6300 MAIN DR,Anytown,124.401(5),"Proh Acts -- Possess Con Sub, 2nd Off (Marij Only)",6620,ASHLEY,KENNEDY,20-00552,12/19/16,12/27/16, ,Any County Sheriff,Taken into custody,,0,64513,O,Unknown,3373,OLETA,HARKRIDER,4481,THOMAS,DARJANIA,43627,sentenced,,,60,54447
552,552,577ca4b6-c08e-4457-ba97-fbd1f5011714,John,Oconnor,178-23-6979,M,9/6/91,white,nonhispanic,brown,,5/8/16,2016-36041,5318 HEALY LN,Anytown,692A.112-A,SEX OFF - PROVIDE FALSE INFO - 1ST OFFENSE,5008,ERIC,LUX,20-00553,5/10/16,5/10/16, ,Anytown Police Dept.,On-View,Knife,0,32830,M,Aggravated Misdemeanor,7777,BRETT,HANSEN,2579,FUCHS,PASSMORE,43846,sentenced,720,2,30,42615
553,553,ab414117-3c9e-4a9d-83d2-26ffa066d385,Ryan,Duke,472-40-3248,M,9/14/56,white,nonhispanic,brown,,3/7/14,2014-57039,MAIN DR & BELTINE HIGHWAY,Anytown,,CARRYING TOY GUNS AND SLINGSHOTS (I.C. ORDINANCE),5406,PETER,ROLING,20-00554,3/9/14,3/17/14, ,Any County Sheriff,Taken into custody,,1,15609,O,Unknown,3927,PRESTON,MOSES,5686,JERRY,GLEASON,72624,cleared,,,36,81442
554,554,6aaab8d2-9e17-4e8c-952c-1457af2985cf,Antonio,Reyes,143-34-0766,M,9/21/76,white,nonhispanic,brown,,6/11/15,2015-53247,100 BROADWAY ,Anytown,708.3A,Assault on a Peace Officer,2923,MARK,VEST,20-00555,6/11/15,6/14/15, ,Any County Sheriff,Taken into custody,,1,97844,M,Serious Misdemeanor,1718,ALEX,MOSES,7225,CHAD,LAKOSE,80571,sentenced,60,,57,90853
555,555,85286618-799c-49f4-9c8d-2f7f3aeb786a,Richard,Cruz,442-08-7541,M,5/12/81,other,hispanic,grey,,10/7/13,2013-41570,3939 MAIN DR,Anytown,714.7,OPERATE VEHICLE NO CONSENT - 1978 (AGMS),6922,CARLOS,SANTIAGO,20-00556,10/8/13,10/13/13, ,Any County Sheriff,Summoned-Cited,,1,48292,M,Aggravated Misdemeanor,1722,DEBORAH,GIST,5240,KENDALL,WENDEL,48606,sentenced,360,1,35,19192
556,556,ca18962e-a0c1-401f-b171-b2435b696ff2,Tony,Burton Johnston,577-39-1310,M,12/12/94,other,hispanic,brown,,8/26/14,2014-70547,5805 MAIN DR,Anytown,"708.1, 708.2(4)",Assault -- General,7208,PAUL,DOHRMANN,20-00557,8/26/14,8/27/14, ,Anytown Police Dept.,Taken into custody,,0,97098,M,Serious Misdemeanor,7319,ASHLEY,PRESTEGARD,4245,MATT,GARMOE,45523,sentenced,60,,35,76181
557,557,268d31c4-12d5-424e-a9d5-e417700000a3,John,Lane,067-72-7919,M,7/9/97,white,,brown,,4/29/16,2016-39932,2151 ROYAL AVE,Anytown,692A.7(1)-A,SEX OFFENDER REGISTRY - FAIL TO REGISTER/1ST OFFEN,3160,GARY,SCHNEIDER,20-00558,5/2/16,5/9/16, ,Any County Sheriff,On-View,,0,26500,M,Aggravated Misdemeanor,5262,BRENT,REINHARD,2600,JENNINGS,JENNINGS,33239,sentenced,360,1,51,33964
558,558,ef6d1c86-32ca-43c3-8eba-3da71b4c4601,Melissa,Bradley,170-48-7694,F,5/22/50,white,nonhispanic,brown,,4/19/13,2013-75491,427 FALCON CIR,Anytown,719.1(1)(B),INTERFERENCE W/OFFICIAL ACTS (SMMS),9273,TODD,JENNINGS,20-00559,4/21/13,4/29/13, ,Anytown Police Dept.,Summoned-Cited,,0,65966,M,Simple Misdemeanor,7339,SALSBERRY,GLEASON,6878,SALSBERRY,WOOD,68698,sentenced,10,,17,35834
559,559,4e9b0f1f-1f0a-4346-adaa-8d9475431e1c,Kimberlie,Lopez,,F,9/22/85,white,hispanic,grey,,3/14/16,2016-68245,2151 ROYAL AVE,Anytown,"713.1, 713.6A(2)","Burg 3rd Deg -- Vehicle, 2nd or Sub Off",6602,BOB,RICH,20-00560,3/16/16,3/19/16, ,Anytown Police Dept.,On-View,,0,40770,M,Aggravated Misdemeanor,2486,ALAN,O'HARE,4165,CHUCK,SCHABILION,96968,sentenced,720,2,55,17293
560,560,0b8e556a-7d7c-4702-ac18-7cd7c4bb65a0,Samantha,Herrera,416-96-8841,F,3/21/63,white,nonhispanic,brown,,10/14/13,2013-90384,,,455B.363,LITTERING,9059,KEVIN,REGENWETHER,20-00561,10/14/13,10/23/13, ,Anytown Police Dept.,Taken into custody,,1,51581,O,Unknown,3263,JOE,CHENEY,9175,LUCAS,MOSES,75117,sentenced,,,40,40485
561,561,e3d470c2-0add-413a-baec-19a4a7b20daa,Henry,Berg,,M,10/2/83,black,hispanic,brown,,5/26/13,2013-85332,2151 ROYAL AVE,Anytown,,INDECENT EXPOSURE/CONDUCT(IC ORDINANCE),5801,DEREK,BOSARD,20-00562,5/26/13,5/30/13, ,Anytown Police Dept.,On-View,,1,74728,O,Unknown,4535,REBECCA,ERICKSON,1697,JEFF,GRAVES,90829,sentenced,,,36,72584
562,562,cf7d53db-97c0-451d-b012-99aeef3e41d1,Dennis,Young,464-05-5547,M,9/2/59,white,hispanic,brown,,7/2/13,2013-58512,2151 ROYAL AVE,Anytown,321.288,FAIL TO MAINTAIN CONTROL -,5441,JOHN,VEST,20-00563,7/2/13,7/5/13, ,Any County Sheriff,Taken into custody,,0,85249,O,Scheduled Violation,5110,ADAM,CARDEN,2866,RYAN,TYGART,49481,sentenced,,,19,71667
563,563,023a4c69-507d-46a1-833e-ffbe8af088e8,Chris,Palmer,,M,10/18/60,white,hispanic,blue,,7/30/13,2013-55294,2151 ROYAL AVE,Anytown,155A.21,Prescrip Drug -- Possess w/o Prescription,5515,MICHAEL,DARJANIA,20-00564,8/2/13,8/5/13,Sneak and peek warrant,Any County Sheriff,On-View,,1,42678,M,Serious Misdemeanor,7605,LUKE,GRAVES,1049,CHRIS,ROCKAFELLOW,66057,sentenced,360,1,55,20111
564,564,023a4c69-507d-46a1-833e-ffbe8af088e8,Christopher,Palmer,354-59-0622,M,10/18/60,white,,blue,,7/16/14,2014-38324,2151 ROYAL AVE,Anytown,321J.2,OWI -- 2nd Off (BAC .10),6196,MATTHEW,HUGGAR,20-00565,7/18/14,7/27/14, ,Any County Sheriff,On-View,,0,19847,M,Aggravated Misdemeanor,1219,DAN,KELLY,1315,SHAWN,BROLL,75091,sentenced,360,1,44,84435
565,565,692b4ddd-74b4-476d-9940-c7f19ca6b2e5,Lori,Miller,,F,4/1/58,,nonhispanic,brown,,3/13/15,2015-16844,6401 MAIN DR,Anytown,"124.401(1)(a)(2)(b), 124.413",Proh Acts -- Int/Del Cocaine > 500 g,1997,ERIC,GARMOE,20-00566,3/13/15,3/21/15,bench warrant,Any County Sheriff,On-View,,1,90315,F,Felony B,3774,MATT,VEST,5912,RONNIE,SNOW,57653,cleared,,5,52,12465
566,566,692b4ddd-74b4-476d-9940-c7f19ca6b2e5,Lori,Miller,,F,4/1/58,black,nonhispanic,brown,,7/5/14,2014-87563,2151 ROYAL AVE,Anytown,692A,Sex Offender Registry,1194,PAUL,BOSARD,20-00567,7/5/14,7/6/14, ,Any County Sheriff,On-View,,0,99018,M,Aggravated Misdemeanor,7958,MICHAEL,MOSES,7149,ZACH,MCKENNA,20129,sentenced,360,1,54,73007
567,567,72b34a05-d5e8-409e-90ed-5e22a47dbcc6,Alyssa,Patterson,,F,8/6/71,black,,blue,,8/19/16,2016-36385,2151 ROYAL AVE,Anytown,321.561,D.W.L.B.,8741,CHAD,SCHUERER,20-00568,8/22/16,8/26/16, ,Any County Sheriff,On-View,Firearm,0,71574,M,Aggravated Misdemeanor,1935,D.J.,HUGGAR,5715,RYAN,POP,97883,sentenced,360,1,36,56225
568,568,9b92bc99-f144-46a5-adb1-cb8c8ac9c1c8,Robert,Allen,,M,6/14/68,white,hispanic,brown,,5/22/16,2016-85855,2151 ROYAL AVE,Anytown,723.1,RIOT - 1978 (AGMS),7119,RYAN,PRESTEGARD,20-00569,5/23/16,6/1/16, ,Anytown Police Dept.,Taken into custody,,0,44284,M,Aggravated Misdemeanor,3221,NICHOLAS,WATTS,6210,BRIAN,MARLOWE,59044,sentenced,720,2,39,98734
569,569,4813225f-77a2-4a65-a377-d5405e8c0c14,Adam,Robinson,599-44-0594,M,6/23/70,white,nonhispanic,brown,,10/29/15,2015-62890,6312 MAIN DR,Anytown,"708.1(3), 708.2(3)",Assault with Dangerous Weapon (threatening manner),2498,MICHAEL,BARNEY,20-00570,11/1/15,11/2/15, ,Any County Sheriff,Taken into custody,,0,90344,O,Unknown,2477,JEFF,CLARK,7458,STATE,HANSEN,17782,sentenced,,,45,54870
570,570,58f291b2-19b5-42d5-95cb-25c5b1d44cdc,Terry,Simmons,020-79-6453,F,7/25/61,black,nonhispanic,brown,,8/19/13,2013-43785,2151 ROYAL AVE,Anytown,321.209,DRIVE/SUSPENDED LIC/REVOCATION (SRMS),2295,CHAD,WYSS,20-00571,8/20/13,8/24/13, ,Anytown Police Dept.,Summoned-Cited,,0,46735,M,Serious Misdemeanor,8911,TODD,VALE,5564,RICK,GRAVES,38818,sentenced,360,1,17,67500
571,571,133f811d-fa90-40d4-96b1-cb66b11f0c1c,Malik,Newman,025-75-8366,M,6/4/61,,,brown,,12/5/13,2013-82457,2151 ROYAL AVE,Anytown,123.46(3)-B,"SIMULATED PUBLIC INTOXICATION, 3RD OR SUBSQ OFFENSE",9331,GABE,SCHMERBACH,20-00572,12/8/13,12/10/13, ,Any County Sheriff,Taken into custody,,0,28245,M,Aggravated Misdemeanor,4367,ROB,WERLING,8189,TODD,SCHAAPVELD,62055,sentenced,360,1,55,97904
572,572,4f304f4a-a022-4903-a34b-e67901076b54,Joel,Perkins,215-42-4214,M,2/3/84,white,nonhispanic,brown,,5/11/16,2016-72695,BROADWAY  & ROSELAWN AVE,Anytown,728.12(3),Sexual Exploitation of a Minor,8434,REBECCA,VRIEZELAAR,20-00573,5/14/16,5/14/16, ,Anytown Police Dept.,On-View,Handgun,1,97646,F,Felony C,3269,BRANDON,REINHARD,2226,KURT,LORD,21972,sentenced,,5,42,39676
573,573,5a5b4f40-e8d4-4d24-88c0-4d9fbc85518a,Tanner,Howard,751-97-6745,M,5/18/87,white,nonhispanic,brown,,10/26/14,2014-34796,TOWNE DR & BELTINE HIGHWAY,Anytown,"714.1(3), 714.2(3)","Theft 3rd Deg --  Decep L/S/P > $500 < $1,000",6830,JEREMY,REINHARD,20-00574,10/27/14,11/1/14, ,Any County Sheriff,Taken into custody,,1,23751,F,Felony A,8476,SARAH,ROEHLER,4386,DENNIS,ZACHARIAS,47860,sentenced,,99,23,49391
574,574,dadd4135-da18-4a48-b005-0ad15526bb3c,Erik,Freeman,838-51-8121,M,1/12/80,other,nonhispanic,brown,,1/21/15,2015-30360,BELTINE HIGHWAY  & STOUGHTON RD,Anytown,724.16A,Trafficking Stolen Weapons -- 1st Offense,6018,CHRIS,SANTIAGO,20-00575,1/23/15,1/26/15, ,Any County Sheriff,On-View,,1,96598,F,Felony D,7611,MIKE,WOOD,1955,WILL,SANTIAGO,27907,sentenced,,5,40,24457
575,575,59cb3636-d80b-4d31-a14a-38ae2c2b3378,Christopher,Stevenson,012-15-0862,M,6/17/75,white,nonhispanic,brown,,6/22/14,2014-32944,2151 ROYAL AVE,Anytown,709.4(1),SEXUAL ABUSE 3RD DEGREE (FELC),1886,BRAD,CASH,20-00576,6/24/14,7/3/14, ,Any County Sheriff,On-View,Handgun,0,31099,F,Felony C,4229,TYLER,FAULKCON,6881,LAURA,HAYES,24238,sentenced,,10,39,71451
576,576,aa34f9b5-7615-4d07-936c-bae78ecd3437,Julie,Washington,230-93-9552,F,7/6/89,,nonhispanic,grey,1,9/6/15,2015-59025,2151 ROYAL AVE,Anytown,665,Contempt of Court,8152,ERIC,SHIRKEY,20-00577,9/8/15,9/14/15, ,Any County Sheriff,On-View,,0,67255,M,Serious Misdemeanor,6347,REBECCA,HALL,7801,MIKE,GIESE,54977,sentenced,360,1,43,76077
577,577,3ec0aaa5-abca-4732-b667-7669ad5d9572,Jason,George,699-30-9696,M,1/13/71,white,nonhispanic,brown,0,8/11/16,2016-36126,2151 ROYAL AVE,Anytown,"714.1(10), 714.2(5)",Theft 5th Deg -- Other Means < $100,9349,DAVE,ROTH,20-00578,8/13/16,8/16/16, ,Any County Sheriff,Summoned-Cited,Knife,0,61930,M,Simple Misdemeanor,3329,NICHOLAS,LANSGARD,3180,JACKIE,BROCKLIN,72318,sentenced,10,,59,93890
578,578,3eb41304-68a6-4d48-9fc7-7b18a82ee58a,Manda,Williams,725-06-1146,F,11/19/77,white,nonhispanic,brown,0,3/15/14,2014-34688,2151 ROYAL AVE,Anytown,"714.1(2), 714.2(2)","Theft 2nd Deg -- Misappr Prop > $1,000 < $10,000",6863,LUCAS,CASH,20-00579,3/17/14,3/23/14, ,Anytown Police Dept.,Summoned-Cited,,0,62365,F,Felony D,1883,JUAN,HANSEN,5749,DAVE,LANGENBERG,65029,sentenced,,5,38,21616
579,579,523e6174-2a49-4fdb-9ecc-be9d85dfc815,Daniel,Pugh,034-88-8059,M,10/12/50,white,nonhispanic,brown,1,6/20/13,2013-92620,2101 BROADWAY ,Anytown,715A.2,Forgery,7137,ANDY,GRAVES,20-00580,6/21/13,6/23/13, ,Any County Sheriff,On-View,,0,81298,O,Unknown,9782,THOMAS,GRAVES,7954,ROSS,FRANK,79806,sentenced,,,30,60726
580,580,d7772395-b41c-4272-8034-e094645a899b,Kenneth,Cook,,,9/3/75,white,nonhispanic,brown,,10/28/15,2015-75454,4605 MAIN DR,Anytown,708.3A(4),Asslt on Persons in Certain Occup -- No Injury,2606,JUAN,VRIES,20-00581,10/28/15,10/30/15, ,Anytown Police Dept.,Taken into custody,,1,56998,O,Unknown,8982,KATRINA,KELLY,6896,TRAVIS,WILLIAMS,84916,sentenced,,,41,40595
581,581,4ba6bdca-1d5e-40ca-aced-433a20aa30c4,Patricia,Rodriguez,477-25-6932,F,1/7/94,,nonhispanic,brown,,2/16/16,2016-59469,2151 ROYAL AVE,Anytown,123.47(5),SUPPLYING ALCOHOL TO PERSON UNDER AGE-SERIOUS INJURY,3657,KEVIN,VALE,20-00582,2/16/16,2/17/16, ,Any County Sheriff,On-View,Knife,1,76763,M,Aggravated Misdemeanor,2138,KEVIN,RIOS,1238,DON,OHARE,98722,sentenced,360,1,49,55526
582,582,b1f15ff3-566e-4694-bea4-462ea9de4bce,Matthew,Garcia,363-67-6974,M,9/17/50,white,,brown,,11/4/15,2015-51501,BELTINE HIGHWAY  & STOUGHTON RD,Anytown,123.46,Alcohol consume,1448,ASHLEY,GARMOE,20-00583,11/4/15,11/9/15, ,Any County Sheriff,Taken into custody,,1,27975,O,Unknown,4584,ROB,CASH,5967,JEFFREY,HUMRICHOUSE,36177,sentenced,,,64,64338
583,583,8279edbe-ef1f-4af2-a55b-ca2675f1b36c,Jennifer,Merritt,,F,5/3/67,white,nonhispanic,brown,,3/16/13,2013-56218,5301 MAIN DR,Anytown,804.12,RESISTING ARREST (SMMS),7454,TYLER,REINHARD,20-00584,3/17/13,3/18/13, ,Any County Sheriff,Summoned-Cited,,1,50251,M,Simple Misdemeanor,2627,KEVIN,REINHARD,8379,DOUGLAS,CARLSON,61932,sentenced,10,,52,33491
584,584,80ee223d-294f-4dbd-b2f5-da2594f53358,Scott,Valenzuela,130-75-8635,M,12/22/55,,nonhispanic,brown,,6/1/16,2016-80963,2151 ROYAL AVE,Anytown,481A.137,ABANDONMENT OF DEAD/INJURED WILDLIFE,6367,ZACH,WOLF,20-00585,6/2/16,6/8/16, ,Any County Sheriff,On-View,,1,83084,O,Scheduled Violation,8933,NILES,FORD,1544,ANDY,FORTMANN,35828,cleared,,,39,19018
585,585,9cd6d014-39d1-4ffe-b7db-c95d83e03668,Joel,Lopez,333-30-1580,M,7/26/82,black,hispanic,brown,,1/2/15,2015-11170,2151 ROYAL AVE,Anytown,321A.32(3)-A,FALSE EVIDENCE OF FINANCIAL RESPONSIBILITY (SRMS),9382,REBECCA,HAYES,20-00586,1/4/15,1/13/15, ,Anytown Police Dept.,Summoned-Cited,,1,72654,M,Serious Misdemeanor,3919,BRIAN,HAMMES,2297,DEREK,ZACHARIAS,83796,sentenced,360,1,45,89971
586,586,ac4c96e6-f65d-4ff6-8e3f-d77a0a802caa,David,Mcmillan,121-98-9199,M,11/12/94,white,nonhispanic,blue,,8/4/16,2016-37775,BELTLINE HIGHWAY  & STOUGHTON RD,Anytown,720.6,MALICIOUS PROSECUTION - 1985 (SRMS),6473,REBECCA,BROLL,20-00587,8/6/16,8/6/16, ,Any County Sheriff,Taken into custody,,1,90012,M,Serious Misdemeanor,5902,RYAN,MILLARD,8814,MICHAEL,SCHWINDT,19371,sentenced,360,1,58,48514
587,587,555d76e7-5bf0-40b0-9e7d-a025100374bd,Rebecca,Brown,783-39-6156,F,1/12/69,,hispanic,blue,0,10/11/13,2013-13530,2151 ROYAL AVE,Anytown,715A.8(3)-A,IDENTITY THEFT (FELD),1279,ERIK,WOLF,20-00588,10/14/13,10/22/13, ,Any County Sheriff,On-View,,0,89447,F,Felony D,6627,REBECCA,MOSES,3567,RYAN,SCHABILION,73479,sentenced,,5,44,38154
588,588,33d5abf6-8049-4865-89b6-9664a160fe2f,Lori,Aguilar,262-87-5776,F,5/4/71,,nonhispanic,brown,,1/2/16,2016-73498,5301 MAIN DR,Anytown,123.47(2)-B,POSSESSION OF ALCOHOL UNDER AGE - 2ND OFFENSE (SMM,2671,STEVE,HENDRICKS,20-00589,1/5/16,1/14/16, ,Anytown Police Dept.,On-View,,1,47031,M,Simple Misdemeanor,3127,BRENT,HUMRICHOUSE,1149,TYLER,NEELD,13601,sentenced,10,,25,40689
589,589,f4508577-1959-407a-b6f3-c358459c16fe,Louis,Castro,,M,5/5/77,asian,,brown,,7/9/13,2013-53869,2151 ROYAL AVE,Anytown,713.2,BURGLARY 1ST DEGREE - 1978 (FELB),1383,GABE,NEELD,20-00590,7/10/13,7/12/13, ,Any County Sheriff,Summoned-Cited,,0,74596,F,Felony B,2467,DUSTIN,WOLFE,6245,GREGORY,SWANSON,26951,sentenced,,5,38,13649
590,590,6aef00b9-49fc-4ea3-92a5-a5f05554eee9,Kim,Reilly,075-21-0297,F,2/8/77,white,nonhispanic,brown,,4/18/15,2015-59614,2151 ROYAL AVE,Anytown,714.9,FRAUDULENT PRACTICE 1ST DEGREE - 1978 (FELC),1075,ERIK,GARDNER,20-00591,4/19/15,4/25/15, ,Anytown Police Dept.,On-View,,0,70781,F,Felony C,5368,JOHN,WATTS,4054,RICHARD,MOSES,33865,sentenced,,10,23,11759
591,591,82d9618e-e64c-4f1e-99f2-b18fde9fe232,Benjamin,Carter,,M,12/13/75,white,nonhispanic,brown,,7/14/13,2013-84182,2151 ROYAL AVE,Anytown,724.26,Felon in Possess of Firearm or Offensive Weapon,2234,DAN,DARJANIA,20-00592,7/14/13,7/23/13, ,Any County Sheriff,Summoned-Cited,,1,32732,F,Felony D,6523,ADAM,SCHABILION,1952,DOUG,HUGGAR,90101,sentenced,,4,37,82791
592,592,8d2ba748-aeb9-4002-ac81-28081b4316b7,Samantha,Nelson,285-44-1435,,1/25/91,,nonhispanic,brown,1,12/21/13,2013-51021,2151 ROYAL AVE,Anytown,321.256,Fail to obey traffic control device,6473,ASHTON,LAKOSE,20-00593,12/23/13,12/25/13, ,Any County Sheriff,Summoned-Cited,,0,13382,O,Unknown,5183,BRENT,LOCKWOOD,5453,DOUG,MERCER,95687,sentenced,,,38,12498
593,593,4ba6bdca-1d5e-40ca-aced-433a20aa30c4,Patricia,Rodriguez,477-25-6932,F,1/7/94,,nonhispanic,brown,1,8/15/15,2015-51258,300 FEMRITE DR,Anytown,719.1,Interfere w/official acts w/bodily inj,4823,VIRGINIA,BOSARD,20-00594,8/16/15,8/24/15, ,Anytown Police Dept.,Taken into custody,Knife,0,31984,M,Aggravated Misdemeanor,7154,ROB,AKERS,3267,WILLIAM,JENNINGS,18981,sentenced,720,2,52,64777
594,594,ca18962e-a0c1-401f-b171-b2435b696ff2,Anthony,Burton,,M,12/12/94,other,hispanic,brown,,9/15/16,2016-48814,2101 BROADWAY ,Anytown,719.1(1)B,"INTERFERENCE W/OFFICIAL ACTS, BODILY INJURY (AGMS)",5509,ADRIAN,HAMMES,20-00595,9/16/16,9/17/16, ,Any County Sheriff,Summoned-Cited,,0,65011,M,Aggravated Misdemeanor,8525,BRAD,CLARAHAN,1234,DANE,BARNEY,65080,sentenced,720,2,26,95598
595,595,ca18962e-a0c1-401f-b171-b2435b696ff2,Anthony,Burton,577-39-1310,M,12/12/94,other,hispanic,brown,,1/6/13,2013-51343,2151 ROYAL AVE,Anytown,124.414,Drug Paraphenalia (IA),1325,JOSH,CARLSON,20-00596,1/6/13,1/15/13, ,Anytown Police Dept.,Summoned-Cited,,0,67802,M,Simple Misdemeanor,3019,JAMES,MOSES,3968,KURT,HUGGAR,29456,sentenced,10,,16,64473
596,596,176c23a9-7db5-415e-bf85-0212c9eda59d,Meghan,Smith,081-83-9782,F,5/9/96,,nonhispanic,grey,,10/17/15,2015-10785,5713 MAIN DR,Anytown,"714.1(4), 714.2(4)",Theft 4th Deg -- Exercise Ctrl > $200 < $500,8775,MARK,WENDEL,20-00597,10/20/15,10/20/15, ,Anytown Police Dept.,On-View,Knife,1,97209,M,Serious Misdemeanor,1283,ALEX,JELINEK,7168,RONNIE,ROLING,24351,sentenced,360,1,22,57238
597,597,bafd1195-2313-4ba9-a078-8729cbda04a0,Brian,Robbins,144-74-8227,M,12/11/96,,nonhispanic,blue,,7/26/15,2015-71155,2101 BROADWAY ,Anytown,714.26(2)(a),INTELLECTUAL PROP COUNTERFEITING 1ST DEGREE (FELC),9021,ERIC,SCHAAPVELD,20-00598,7/26/15,8/1/15, ,Any County Sheriff,Summoned-Cited,,0,84859,F,Felony C,3180,ALKE,JELINEK,6728,GREG,ALKE,51392,sentenced,,10,21,26817
